codigo|nombre|total
C08255|Cliente 8255|10318.75
C08256|Cliente 8256|10320.00
C08257|Cliente 8257|10321.25
C08258|Cliente 8258|10322.50
C08259|Cliente 8259|10323.75
C08260|Cliente 8260|10325.00
C08261|Cliente 8261|10326.25
C08262|Cliente 8262|10327.50
C08263|Cliente 8263|10328.75
C08264|Cliente 8264|10330.00
C08265|Cliente 8265|10331.25
C08266|Cliente 8266|10332.50
C08267|Cliente 8267|10333.75
C08268|Cliente 8268|10335.00
C08269|Cliente 8269|10336.25
C08270|Cliente 8270|10337.50
C08271|Cliente 8271|10338.75
C08272|Cliente 8272|10340.00
C08273|Cliente 8273|10341.25
C08274|Cliente 8274|10342.50
C08275|Cliente 8275|10343.75
C08276|Cliente 8276|10345.00
C08277|Cliente 8277|10346.25
C08278|Cliente 8278|10347.50
C08279|Cliente 8279|10348.75
C08280|Cliente 8280|10350.00
C08281|Cliente 8281|10351.25
C08282|Cliente 8282|10352.50
C08283|Cliente 8283|10353.75
C08284|Cliente 8284|10355.00
C08285|Cliente 8285|10356.25
C08286|Cliente 8286|10357.50
C08287|Cliente 8287|10358.75
C08288|Cliente 8288|10360.00
C08289|Cliente 8289|10361.25
C08290|Cliente 8290|10362.50
C08291|Cliente 8291|10363.75
C08292|Cliente 8292|10365.00
C08293|Cliente 8293|10366.25
C08294|Cliente 8294|10367.50
C08295|Cliente 8295|10368.75
C08296|Cliente 8296|10370.00
C08297|Cliente 8297|10371.25
C08298|Cliente 8298|10372.50
C08299|Cliente 8299|10373.75
C08300||10375.00
C08301|Cliente 8301|10376.25
C08302|Cliente 8302|10377.50
C08303|Cliente 8303|10378.75
C08304|Cliente 8304|10380.00
C08305|Cliente 8305|10381.25
C08306|Cliente 8306|10382.50
C08307|Cliente 8307|10383.75
C08308|Cliente 8308|10385.00
C08309|Cliente 8309|10386.25
C08310|Cliente 8310|10387.50
C08311|Cliente 8311|10388.75
C08312|Cliente 8312|10390.00
C08313|Cliente 8313|10391.25
C08314|Cliente 8314|10392.50
C08315|Cliente 8315|10393.75
C08316|Cliente 8316|10395.00
C08317|Cliente 8317|10396.25
C08318|Cliente 8318|10397.50
C08319|Cliente 8319|10398.75
C08320|Cliente 8320|10400.00
C08321|Cliente 8321|10401.25
C08322|Cliente 8322|10402.50
C08323|Cliente 8323|10403.75
C08324|Cliente 8324|10405.00
C08325|Cliente 8325|10406.25
C08326|Cliente 8326|10407.50
C08327|Cliente 8327|10408.75
C08328|Cliente 8328|10410.00
C08329|Cliente 8329|10411.25
C08330|Cliente 8330|10412.50
C08331|Cliente 8331|10413.75
C08332|Cliente 8332|10415.00
C08333|Cliente 8333|10416.25
C08334|Cliente 8334|10417.50
C08335|Cliente 8335|10418.75
C08336|Cliente 8336|10420.00
C08337|Cliente 8337|10421.25
C08338|Cliente 8338|10422.50
C08339|Cliente 8339|10423.75
C08340|Cliente 8340|10425.00
C08341|Cliente 8341|10426.25
C08342|Cliente 8342|10427.50
C08343|Cliente 8343|10428.75
C08344|Cliente 8344|10430.00
C08345|Cliente 8345|10431.25
C08346|Cliente 8346|10432.50
C08347|Cliente 8347|10433.75
C08348|Cliente 8348|10435.00
C08349|Cliente 8349|10436.25
C08350|Cliente 8350|10437.50
C08351|Cliente 8351|10438.75
C08352|Cliente 8352|10440.00
C08353|Cliente 8353|10441.25
C08354|Cliente 8354|10442.50
C08355|Cliente 8355|10443.75
C08356|Cliente 8356|10445.00
C08357|Cliente 8357|10446.25
C08358|Cliente 8358|10447.50
C08359|Cliente 8359|10448.75
C08360|Cliente 8360|10450.00
C08361|Cliente 8361|10451.25
C08362|Cliente 8362|10452.50
C08363|Cliente 8363|10453.75
C08364|Cliente 8364|10455.00
C08365|Cliente 8365|10456.25
C08366|Cliente 8366|10457.50
C08367|Cliente 8367|10458.75
C08368|Cliente 8368|10460.00
C08369|Cliente 8369|10461.25
C08370|Cliente 8370|10462.50
C08371|Cliente 8371|10463.75
C08372|Cliente 8372|10465.00
C08373|Cliente 8373|10466.25
C08374|Cliente 8374|10467.50
C08375|Cliente 8375|10468.75
C08376|Cliente 8376|10470.00
C08377|Cliente 8377|10471.25
C08378|Cliente 8378|10472.50
C08379|Cliente 8379|10473.75
C08380|Cliente 8380|10475.00
C08381|Cliente 8381|10476.25
C08382|Cliente 8382|10477.50
C08383|Cliente 8383|10478.75
C08384|Cliente 8384|10480.00
C08385|Cliente 8385|10481.25
C08386|Cliente 8386|10482.50
C08387|Cliente 8387|10483.75
C08388|Cliente 8388|10485.00
C08389|Cliente 8389|10486.25
C08390|Cliente 8390|10487.50
C08391|Cliente 8391|10488.75
C08392|Cliente 8392|10490.00
C08393|Cliente 8393|10491.25
C08394|Cliente 8394|10492.50
C08395|Cliente 8395|10493.75
C08396|Cliente 8396|10495.00
C08397|Cliente 8397|10496.25
C08398|Cliente 8398|10497.50
C08399|Cliente 8399|10498.75
C08400||10500.00
C08401|Cliente 8401|10501.25
C08402|Cliente 8402|10502.50
C08403|Cliente 8403|10503.75
C08404|Cliente 8404|10505.00
C08405|Cliente 8405|10506.25
C08406|Cliente 8406|10507.50
C08407|Cliente 8407|10508.75
C08408|Cliente 8408|10510.00
C08409|Cliente 8409|10511.25
C08410|Cliente 8410|10512.50
C08411|Cliente 8411|10513.75
C08412|Cliente 8412|10515.00
C08413|Cliente 8413|10516.25
C08414|Cliente 8414|10517.50
C08415|Cliente 8415|10518.75
C08416|Cliente 8416|10520.00
C08417|Cliente 8417|10521.25
C08418|Cliente 8418|10522.50
C08419|Cliente 8419|10523.75
C08420|Cliente 8420|10525.00
C08421|Cliente 8421|10526.25
C08422|Cliente 8422|10527.50
C08423|Cliente 8423|10528.75
C08424|Cliente 8424|10530.00
C08425|Cliente 8425|10531.25
C08426|Cliente 8426|10532.50
C08427|Cliente 8427|10533.75
C08428|Cliente 8428|10535.00
C08429|Cliente 8429|10536.25
C08430|Cliente 8430|10537.50
C08431|Cliente 8431|10538.75
C08432|Cliente 8432|10540.00
C08433|Cliente 8433|10541.25
C08434|Cliente 8434|10542.50
C08435|Cliente 8435|10543.75
C08436|Cliente 8436|10545.00
C08437|Cliente 8437|10546.25
C08438|Cliente 8438|10547.50
C08439|Cliente 8439|10548.75
C08440|Cliente 8440|10550.00
C08441|Cliente 8441|10551.25
C08442|Cliente 8442|10552.50
C08443|Cliente 8443|10553.75
C08444|Cliente 8444|10555.00
C08445|Cliente 8445|10556.25
C08446|Cliente 8446|10557.50
C08447|Cliente 8447|10558.75
C08448|Cliente 8448|10560.00
C08449|Cliente 8449|10561.25
C08450|Cliente 8450|10562.50
C08451|Cliente 8451|10563.75
C08452|Cliente 8452|10565.00
C08453|Cliente 8453|10566.25
C08454|Cliente 8454|10567.50
C08455|Cliente 8455|10568.75
C08456|Cliente 8456|10570.00
C08457|Cliente 8457|10571.25
C08458|Cliente 8458|10572.50
C08459|Cliente 8459|10573.75
C08460|Cliente 8460|10575.00
C08461|Cliente 8461|10576.25
C08462|Cliente 8462|10577.50
C08463|Cliente 8463|10578.75
C08464|Cliente 8464|10580.00
C08465|Cliente 8465|10581.25
C08466|Cliente 8466|10582.50
C08467|Cliente 8467|10583.75
C08468|Cliente 8468|10585.00
C08469|Cliente 8469|10586.25
C08470|Cliente 8470|10587.50
C08471|Cliente 8471|10588.75
C08472|Cliente 8472|10590.00
C08473|Cliente 8473|10591.25
C08474|Cliente 8474|10592.50
C08475|Cliente 8475|10593.75
C08476|Cliente 8476|10595.00
C08477|Cliente 8477|10596.25
C08478|Cliente 8478|10597.50
C08479|Cliente 8479|10598.75
C08480|Cliente 8480|10600.00
C08481|Cliente 8481|10601.25
C08482|Cliente 8482|10602.50
C08483|Cliente 8483|10603.75
C08484|Cliente 8484|10605.00
C08485|Cliente 8485|10606.25
C08486|Cliente 8486|10607.50
C08487|Cliente 8487|10608.75
C08488|Cliente 8488|10610.00
C08489|Cliente 8489|10611.25
C08490|Cliente 8490|10612.50
C08491|Cliente 8491|10613.75
C08492|Cliente 8492|10615.00
C08493|Cliente 8493|10616.25
C08494|Cliente 8494|10617.50
C08495|Cliente 8495|10618.75
C08496|Cliente 8496|10620.00
C08497|Cliente 8497|10621.25
C08498|Cliente 8498|10622.50
C08499|Cliente 8499|10623.75
C08500||10625.00
C08501|Cliente 8501|10626.25
C08502|Cliente 8502|10627.50
C08503|Cliente 8503|10628.75
C08504|Cliente 8504|10630.00
C08505|Cliente 8505|10631.25
C08506|Cliente 8506|10632.50
C08507|Cliente 8507|10633.75
C08508|Cliente 8508|10635.00
C08509|Cliente 8509|10636.25
C08510|Cliente 8510|10637.50
C08511|Cliente 8511|10638.75
C08512|Cliente 8512|10640.00
C08513|Cliente 8513|10641.25
C08514|Cliente 8514|10642.50
C08515|Cliente 8515|10643.75
C08516|Cliente 8516|10645.00
C08517|Cliente 8517|10646.25
C08518|Cliente 8518|10647.50
C08519|Cliente 8519|10648.75
C08520|Cliente 8520|10650.00
C08521|Cliente 8521|10651.25
C08522|Cliente 8522|10652.50
C08523|Cliente 8523|10653.75
C08524|Cliente 8524|10655.00
C08525|Cliente 8525|10656.25
C08526|Cliente 8526|10657.50
C08527|Cliente 8527|10658.75
C08528|Cliente 8528|10660.00
C08529|Cliente 8529|10661.25
C08530|Cliente 8530|10662.50
C08531|Cliente 8531|10663.75
C08532|Cliente 8532|10665.00
C08533|Cliente 8533|10666.25
C08534|Cliente 8534|10667.50
C08535|Cliente 8535|10668.75
C08536|Cliente 8536|10670.00
C08537|Cliente 8537|10671.25
C08538|Cliente 8538|10672.50
C08539|Cliente 8539|10673.75
C08540|Cliente 8540|10675.00
C08541|Cliente 8541|10676.25
C08542|Cliente 8542|10677.50
C08543|Cliente 8543|10678.75
C08544|Cliente 8544|10680.00
C08545|Cliente 8545|10681.25
C08546|Cliente 8546|10682.50
C08547|Cliente 8547|10683.75
C08548|Cliente 8548|10685.00
C08549|Cliente 8549|10686.25
C08550|Cliente 8550|10687.50
C08551|Cliente 8551|10688.75
C08552|Cliente 8552|10690.00
C08553|Cliente 8553|10691.25
C08554|Cliente 8554|10692.50
C08555|Cliente 8555|10693.75
C08556|Cliente 8556|10695.00
C08557|Cliente 8557|10696.25
C08558|Cliente 8558|10697.50
C08559|Cliente 8559|10698.75
C08560|Cliente 8560|10700.00
C08561|Cliente 8561|10701.25
C08562|Cliente 8562|10702.50
C08563|Cliente 8563|10703.75
C08564|Cliente 8564|10705.00
C08565|Cliente 8565|10706.25
C08566|Cliente 8566|10707.50
C08567|Cliente 8567|10708.75
C08568|Cliente 8568|10710.00
C08569|Cliente 8569|10711.25
C08570|Cliente 8570|10712.50
C08571|Cliente 8571|10713.75
C08572|Cliente 8572|10715.00
C08573|Cliente 8573|10716.25
C08574|Cliente 8574|10717.50
C08575|Cliente 8575|10718.75
C08576|Cliente 8576|10720.00
C08577|Cliente 8577|10721.25
C08578|Cliente 8578|10722.50
C08579|Cliente 8579|10723.75
C08580|Cliente 8580|10725.00
C08581|Cliente 8581|10726.25
C08582|Cliente 8582|10727.50
C08583|Cliente 8583|10728.75
C08584|Cliente 8584|10730.00
C08585|Cliente 8585|10731.25
C08586|Cliente 8586|10732.50
C08587|Cliente 8587|10733.75
C08588|Cliente 8588|10735.00
C08589|Cliente 8589|10736.25
C08590|Cliente 8590|10737.50
C08591|Cliente 8591|10738.75
C08592|Cliente 8592|10740.00
C08593|Cliente 8593|10741.25
C08594|Cliente 8594|10742.50
C08595|Cliente 8595|10743.75
C08596|Cliente 8596|10745.00
C08597|Cliente 8597|10746.25
C08598|Cliente 8598|10747.50
C08599|Cliente 8599|10748.75
C08600||10750.00
C08601|Cliente 8601|10751.25
C08602|Cliente 8602|10752.50
C08603|Cliente 8603|10753.75
C08604|Cliente 8604|10755.00
C08605|Cliente 8605|10756.25
C08606|Cliente 8606|10757.50
C08607|Cliente 8607|10758.75
C08608|Cliente 8608|10760.00
C08609|Cliente 8609|10761.25
C08610|Cliente 8610|10762.50
C08611|Cliente 8611|10763.75
C08612|Cliente 8612|10765.00
C08613|Cliente 8613|10766.25
C08614|Cliente 8614|10767.50
C08615|Cliente 8615|10768.75
C08616|Cliente 8616|10770.00
C08617|Cliente 8617|10771.25
C08618|Cliente 8618|10772.50
C08619|Cliente 8619|10773.75
C08620|Cliente 8620|10775.00
C08621|Cliente 8621|10776.25
C08622|Cliente 8622|10777.50
C08623|Cliente 8623|10778.75
C08624|Cliente 8624|10780.00
C08625|Cliente 8625|10781.25
C08626|Cliente 8626|10782.50
C08627|Cliente 8627|10783.75
C08628|Cliente 8628|10785.00
C08629|Cliente 8629|10786.25
C08630|Cliente 8630|10787.50
C08631|Cliente 8631|10788.75
C08632|Cliente 8632|10790.00
C08633|Cliente 8633|10791.25
C08634|Cliente 8634|10792.50
C08635|Cliente 8635|10793.75
C08636|Cliente 8636|10795.00
C08637|Cliente 8637|10796.25
C08638|Cliente 8638|10797.50
C08639|Cliente 8639|10798.75
C08640|Cliente 8640|10800.00
C08641|Cliente 8641|10801.25
C08642|Cliente 8642|10802.50
C08643|Cliente 8643|10803.75
C08644|Cliente 8644|10805.00
C08645|Cliente 8645|10806.25
C08646|Cliente 8646|10807.50
C08647|Cliente 8647|10808.75
C08648|Cliente 8648|10810.00
C08649|Cliente 8649|10811.25
C08650|Cliente 8650|10812.50
C08651|Cliente 8651|10813.75
C08652|Cliente 8652|10815.00
C08653|Cliente 8653|10816.25
C08654|Cliente 8654|10817.50
C08655|Cliente 8655|10818.75
C08656|Cliente 8656|10820.00
C08657|Cliente 8657|10821.25
C08658|Cliente 8658|10822.50
C08659|Cliente 8659|10823.75
C08660|Cliente 8660|10825.00
C08661|Cliente 8661|10826.25
C08662|Cliente 8662|10827.50
C08663|Cliente 8663|10828.75
C08664|Cliente 8664|10830.00
C08665|Cliente 8665|10831.25
C08666|Cliente 8666|10832.50
C08667|Cliente 8667|10833.75
C08668|Cliente 8668|10835.00
C08669|Cliente 8669|10836.25
C08670|Cliente 8670|10837.50
C08671|Cliente 8671|10838.75
C08672|Cliente 8672|10840.00
C08673|Cliente 8673|10841.25
C08674|Cliente 8674|10842.50
C08675|Cliente 8675|10843.75
C08676|Cliente 8676|10845.00
C08677|Cliente 8677|10846.25
C08678|Cliente 8678|10847.50
C08679|Cliente 8679|10848.75
C08680|Cliente 8680|10850.00
C08681|Cliente 8681|10851.25
C08682|Cliente 8682|10852.50
C08683|Cliente 8683|10853.75
C08684|Cliente 8684|10855.00
C08685|Cliente 8685|10856.25
C08686|Cliente 8686|10857.50
C08687|Cliente 8687|10858.75
C08688|Cliente 8688|10860.00
C08689|Cliente 8689|10861.25
C08690|Cliente 8690|10862.50
C08691|Cliente 8691|10863.75
C08692|Cliente 8692|10865.00
C08693|Cliente 8693|10866.25
C08694|Cliente 8694|10867.50
C08695|Cliente 8695|10868.75
C08696|Cliente 8696|10870.00
C08697|Cliente 8697|10871.25
C08698|Cliente 8698|10872.50
C08699|Cliente 8699|10873.75
C08700||10875.00
C08701|Cliente 8701|10876.25
C08702|Cliente 8702|10877.50
C08703|Cliente 8703|10878.75
C08704|Cliente 8704|10880.00
C08705|Cliente 8705|10881.25
C08706|Cliente 8706|10882.50
C08707|Cliente 8707|10883.75
C08708|Cliente 8708|10885.00
C08709|Cliente 8709|10886.25
C08710|Cliente 8710|10887.50
C08711|Cliente 8711|10888.75
C08712|Cliente 8712|10890.00
C08713|Cliente 8713|10891.25
C08714|Cliente 8714|10892.50
C08715|Cliente 8715|10893.75
C08716|Cliente 8716|10895.00
C08717|Cliente 8717|10896.25
C08718|Cliente 8718|10897.50
C08719|Cliente 8719|10898.75
C08720|Cliente 8720|10900.00
C08721|Cliente 8721|10901.25
C08722|Cliente 8722|10902.50
C08723|Cliente 8723|10903.75
C08724|Cliente 8724|10905.00
C08725|Cliente 8725|10906.25
C08726|Cliente 8726|10907.50
C08727|Cliente 8727|10908.75
C08728|Cliente 8728|10910.00
C08729|Cliente 8729|10911.25
C08730|Cliente 8730|10912.50
C08731|Cliente 8731|10913.75
C08732|Cliente 8732|10915.00
C08733|Cliente 8733|10916.25
C08734|Cliente 8734|10917.50
C08735|Cliente 8735|10918.75
C08736|Cliente 8736|10920.00
C08737|Cliente 8737|10921.25
C08738|Cliente 8738|10922.50
C08739|Cliente 8739|10923.75
C08740|Cliente 8740|10925.00
C08741|Cliente 8741|10926.25
C08742|Cliente 8742|10927.50
C08743|Cliente 8743|10928.75
C08744|Cliente 8744|10930.00
C08745|Cliente 8745|10931.25
C08746|Cliente 8746|10932.50
C08747|Cliente 8747|10933.75
C08748|Cliente 8748|10935.00
C08749|Cliente 8749|10936.25
C08750|Cliente 8750|10937.50
C08751|Cliente 8751|10938.75
C08752|Cliente 8752|10940.00
C08753|Cliente 8753|10941.25
C08754|Cliente 8754|10942.50
C08755|Cliente 8755|10943.75
C08756|Cliente 8756|10945.00
C08757|Cliente 8757|10946.25
C08758|Cliente 8758|10947.50
C08759|Cliente 8759|10948.75
C08760|Cliente 8760|10950.00
C08761|Cliente 8761|10951.25
C08762|Cliente 8762|10952.50
C08763|Cliente 8763|10953.75
C08764|Cliente 8764|10955.00
C08765|Cliente 8765|10956.25
C08766|Cliente 8766|10957.50
C08767|Cliente 8767|10958.75
C08768|Cliente 8768|10960.00
C08769|Cliente 8769|10961.25
C08770|Cliente 8770|10962.50
C08771|Cliente 8771|10963.75
C08772|Cliente 8772|10965.00
C08773|Cliente 8773|10966.25
C08774|Cliente 8774|10967.50
C08775|Cliente 8775|10968.75
C08776|Cliente 8776|10970.00
C08777|Cliente 8777|10971.25
C08778|Cliente 8778|10972.50
C08779|Cliente 8779|10973.75
C08780|Cliente 8780|10975.00
C08781|Cliente 8781|10976.25
C08782|Cliente 8782|10977.50
C08783|Cliente 8783|10978.75
C08784|Cliente 8784|10980.00
C08785|Cliente 8785|10981.25
C08786|Cliente 8786|10982.50
C08787|Cliente 8787|10983.75
C08788|Cliente 8788|10985.00
C08789|Cliente 8789|10986.25
C08790|Cliente 8790|10987.50
C08791|Cliente 8791|10988.75
C08792|Cliente 8792|10990.00
C08793|Cliente 8793|10991.25
C08794|Cliente 8794|10992.50
C08795|Cliente 8795|10993.75
C08796|Cliente 8796|10995.00
C08797|Cliente 8797|10996.25
C08798|Cliente 8798|10997.50
C08799|Cliente 8799|10998.75
C08800||11000.00
C08801|Cliente 8801|11001.25
C08802|Cliente 8802|11002.50
C08803|Cliente 8803|11003.75
C08804|Cliente 8804|11005.00
C08805|Cliente 8805|11006.25
C08806|Cliente 8806|11007.50
C08807|Cliente 8807|11008.75
C08808|Cliente 8808|11010.00
C08809|Cliente 8809|11011.25
C08810|Cliente 8810|11012.50
C08811|Cliente 8811|11013.75
C08812|Cliente 8812|11015.00
C08813|Cliente 8813|11016.25
C08814|Cliente 8814|11017.50
C08815|Cliente 8815|11018.75
C08816|Cliente 8816|11020.00
C08817|Cliente 8817|11021.25
C08818|Cliente 8818|11022.50
C08819|Cliente 8819|11023.75
C08820|Cliente 8820|11025.00
C08821|Cliente 8821|11026.25
C08822|Cliente 8822|11027.50
C08823|Cliente 8823|11028.75
C08824|Cliente 8824|11030.00
C08825|Cliente 8825|11031.25
C08826|Cliente 8826|11032.50
C08827|Cliente 8827|11033.75
C08828|Cliente 8828|11035.00
C08829|Cliente 8829|11036.25
C08830|Cliente 8830|11037.50
C08831|Cliente 8831|11038.75
C08832|Cliente 8832|11040.00
C08833|Cliente 8833|11041.25
C08834|Cliente 8834|11042.50
C08835|Cliente 8835|11043.75
C08836|Cliente 8836|11045.00
C08837|Cliente 8837|11046.25
C08838|Cliente 8838|11047.50
C08839|Cliente 8839|11048.75
C08840|Cliente 8840|11050.00
C08841|Cliente 8841|11051.25
C08842|Cliente 8842|11052.50
C08843|Cliente 8843|11053.75
C08844|Cliente 8844|11055.00
C08845|Cliente 8845|11056.25
C08846|Cliente 8846|11057.50
C08847|Cliente 8847|11058.75
C08848|Cliente 8848|11060.00
C08849|Cliente 8849|11061.25
C08850|Cliente 8850|11062.50
C08851|Cliente 8851|11063.75
C08852|Cliente 8852|11065.00
C08853|Cliente 8853|11066.25
C08854|Cliente 8854|11067.50
C08855|Cliente 8855|11068.75
C08856|Cliente 8856|11070.00
C08857|Cliente 8857|11071.25
C08858|Cliente 8858|11072.50
C08859|Cliente 8859|11073.75
C08860|Cliente 8860|11075.00
C08861|Cliente 8861|11076.25
C08862|Cliente 8862|11077.50
C08863|Cliente 8863|11078.75
C08864|Cliente 8864|11080.00
C08865|Cliente 8865|11081.25
C08866|Cliente 8866|11082.50
C08867|Cliente 8867|11083.75
C08868|Cliente 8868|11085.00
C08869|Cliente 8869|11086.25
C08870|Cliente 8870|11087.50
C08871|Cliente 8871|11088.75
C08872|Cliente 8872|11090.00
C08873|Cliente 8873|11091.25
C08874|Cliente 8874|11092.50
C08875|Cliente 8875|11093.75
C08876|Cliente 8876|11095.00
C08877|Cliente 8877|11096.25
C08878|Cliente 8878|11097.50
C08879|Cliente 8879|11098.75
C08880|Cliente 8880|11100.00
C08881|Cliente 8881|11101.25
C08882|Cliente 8882|11102.50
C08883|Cliente 8883|11103.75
C08884|Cliente 8884|11105.00
C08885|Cliente 8885|11106.25
C08886|Cliente 8886|11107.50
C08887|Cliente 8887|11108.75
C08888|Cliente 8888|11110.00
C08889|Cliente 8889|11111.25
C08890|Cliente 8890|11112.50
C08891|Cliente 8891|11113.75
C08892|Cliente 8892|11115.00
C08893|Cliente 8893|11116.25
C08894|Cliente 8894|11117.50
C08895|Cliente 8895|11118.75
C08896|Cliente 8896|11120.00
C08897|Cliente 8897|11121.25
C08898|Cliente 8898|11122.50
C08899|Cliente 8899|11123.75
C08900||11125.00
C08901|Cliente 8901|11126.25
C08902|Cliente 8902|11127.50
C08903|Cliente 8903|11128.75
C08904|Cliente 8904|11130.00
C08905|Cliente 8905|11131.25
C08906|Cliente 8906|11132.50
C08907|Cliente 8907|11133.75
C08908|Cliente 8908|11135.00
C08909|Cliente 8909|11136.25
C08910|Cliente 8910|11137.50
C08911|Cliente 8911|11138.75
C08912|Cliente 8912|11140.00
C08913|Cliente 8913|11141.25
C08914|Cliente 8914|11142.50
C08915|Cliente 8915|11143.75
C08916|Cliente 8916|11145.00
C08917|Cliente 8917|11146.25
C08918|Cliente 8918|11147.50
C08919|Cliente 8919|11148.75
C08920|Cliente 8920|11150.00
C08921|Cliente 8921|11151.25
C08922|Cliente 8922|11152.50
C08923|Cliente 8923|11153.75
C08924|Cliente 8924|11155.00
C08925|Cliente 8925|11156.25
C08926|Cliente 8926|11157.50
C08927|Cliente 8927|11158.75
C08928|Cliente 8928|11160.00
C08929|Cliente 8929|11161.25
C08930|Cliente 8930|11162.50
C08931|Cliente 8931|11163.75
C08932|Cliente 8932|11165.00
C08933|Cliente 8933|11166.25
C08934|Cliente 8934|11167.50
C08935|Cliente 8935|11168.75
C08936|Cliente 8936|11170.00
C08937|Cliente 8937|11171.25
C08938|Cliente 8938|11172.50
C08939|Cliente 8939|11173.75
C08940|Cliente 8940|11175.00
C08941|Cliente 8941|11176.25
C08942|Cliente 8942|11177.50
C08943|Cliente 8943|11178.75
C08944|Cliente 8944|11180.00
C08945|Cliente 8945|11181.25
C08946|Cliente 8946|11182.50
C08947|Cliente 8947|11183.75
C08948|Cliente 8948|11185.00
C08949|Cliente 8949|11186.25
C08950|Cliente 8950|11187.50
C08951|Cliente 8951|11188.75
C08952|Cliente 8952|11190.00
C08953|Cliente 8953|11191.25
C08954|Cliente 8954|11192.50
C08955|Cliente 8955|11193.75
C08956|Cliente 8956|11195.00
C08957|Cliente 8957|11196.25
C08958|Cliente 8958|11197.50
C08959|Cliente 8959|11198.75
C08960|Cliente 8960|11200.00
C08961|Cliente 8961|11201.25
C08962|Cliente 8962|11202.50
C08963|Cliente 8963|11203.75
C08964|Cliente 8964|11205.00
C08965|Cliente 8965|11206.25
C08966|Cliente 8966|11207.50
C08967|Cliente 8967|11208.75
C08968|Cliente 8968|11210.00
C08969|Cliente 8969|11211.25
C08970|Cliente 8970|11212.50
C08971|Cliente 8971|11213.75
C08972|Cliente 8972|11215.00
C08973|Cliente 8973|11216.25
C08974|Cliente 8974|11217.50
C08975|Cliente 8975|11218.75
C08976|Cliente 8976|11220.00
C08977|Cliente 8977|11221.25
C08978|Cliente 8978|11222.50
C08979|Cliente 8979|11223.75
C08980|Cliente 8980|11225.00
C08981|Cliente 8981|11226.25
C08982|Cliente 8982|11227.50
C08983|Cliente 8983|11228.75
C08984|Cliente 8984|11230.00
C08985|Cliente 8985|11231.25
C08986|Cliente 8986|11232.50
C08987|Cliente 8987|11233.75
C08988|Cliente 8988|11235.00
C08989|Cliente 8989|11236.25
C08990|Cliente 8990|11237.50
C08991|Cliente 8991|11238.75
C08992|Cliente 8992|11240.00
C08993|Cliente 8993|11241.25
C08994|Cliente 8994|11242.50
C08995|Cliente 8995|11243.75
C08996|Cliente 8996|11245.00
C08997|Cliente 8997|11246.25
C08998|Cliente 8998|11247.50
C08999|Cliente 8999|11248.75
C09000||11250.00
C09001|Cliente 9001|11251.25
C09002|Cliente 9002|11252.50
C09003|Cliente 9003|11253.75
C09004|Cliente 9004|11255.00
C09005|Cliente 9005|11256.25
C09006|Cliente 9006|11257.50
C09007|Cliente 9007|11258.75
C09008|Cliente 9008|11260.00
C09009|Cliente 9009|11261.25
C09010|Cliente 9010|11262.50
C09011|Cliente 9011|11263.75
C09012|Cliente 9012|11265.00
C09013|Cliente 9013|11266.25
C09014|Cliente 9014|11267.50
C09015|Cliente 9015|11268.75
C09016|Cliente 9016|11270.00
C09017|Cliente 9017|11271.25
C09018|Cliente 9018|11272.50
C09019|Cliente 9019|11273.75
C09020|Cliente 9020|11275.00
C09021|Cliente 9021|11276.25
C09022|Cliente 9022|11277.50
C09023|Cliente 9023|11278.75
C09024|Cliente 9024|11280.00
C09025|Cliente 9025|11281.25
C09026|Cliente 9026|11282.50
C09027|Cliente 9027|11283.75
C09028|Cliente 9028|11285.00
C09029|Cliente 9029|11286.25
C09030|Cliente 9030|11287.50
C09031|Cliente 9031|11288.75
C09032|Cliente 9032|11290.00
C09033|Cliente 9033|11291.25
C09034|Cliente 9034|11292.50
C09035|Cliente 9035|11293.75
C09036|Cliente 9036|11295.00
C09037|Cliente 9037|11296.25
C09038|Cliente 9038|11297.50
C09039|Cliente 9039|11298.75
C09040|Cliente 9040|11300.00
C09041|Cliente 9041|11301.25
C09042|Cliente 9042|11302.50
C09043|Cliente 9043|11303.75
C09044|Cliente 9044|11305.00
C09045|Cliente 9045|11306.25
C09046|Cliente 9046|11307.50
C09047|Cliente 9047|11308.75
C09048|Cliente 9048|11310.00
C09049|Cliente 9049|11311.25
C09050|Cliente 9050|11312.50
C09051|Cliente 9051|11313.75
C09052|Cliente 9052|11315.00
C09053|Cliente 9053|11316.25
C09054|Cliente 9054|11317.50
C09055|Cliente 9055|11318.75
C09056|Cliente 9056|11320.00
C09057|Cliente 9057|11321.25
C09058|Cliente 9058|11322.50
C09059|Cliente 9059|11323.75
C09060|Cliente 9060|11325.00
C09061|Cliente 9061|11326.25
C09062|Cliente 9062|11327.50
C09063|Cliente 9063|11328.75
C09064|Cliente 9064|11330.00
C09065|Cliente 9065|11331.25
C09066|Cliente 9066|11332.50
C09067|Cliente 9067|11333.75
C09068|Cliente 9068|11335.00
C09069|Cliente 9069|11336.25
C09070|Cliente 9070|11337.50
C09071|Cliente 9071|11338.75
C09072|Cliente 9072|11340.00
C09073|Cliente 9073|11341.25
C09074|Cliente 9074|11342.50
C09075|Cliente 9075|11343.75
C09076|Cliente 9076|11345.00
C09077|Cliente 9077|11346.25
C09078|Cliente 9078|11347.50
C09079|Cliente 9079|11348.75
C09080|Cliente 9080|11350.00
